timestamp,people_count,movement_speed,panic_expressions,weapons_detected,stampede_probability
2025-02-19 19:42:36.052779,0,0.0,0,[],0.0
2025-02-19 19:42:37.238316,0,0.0,0,[],0.0
2025-02-19 19:42:37.551534,0,0.0,0,[],0.0
2025-02-19 19:42:37.850203,0,0.0,0,[],0.0
2025-02-19 19:42:38.282015,0,0.0,0,[],0.0
2025-02-19 19:42:38.694336,0,0.0,0,[],0.0
2025-02-19 19:42:38.989840,0,0.0,0,[],0.0
2025-02-19 19:42:39.286091,0,0.0,0,[],0.0
2025-02-19 19:42:39.647469,0,0.0,0,[],0.0
2025-02-19 19:42:39.955125,0,0.0,0,[],0.0
2025-02-19 19:42:40.256046,0,0.0,0,[],0.0
2025-02-19 19:42:40.565466,0,0.0,0,[],0.0
2025-02-19 19:42:40.879055,0,0.0,0,[],0.0
2025-02-19 19:42:41.145444,0,0.0,0,[],0.0
2025-02-19 19:42:41.477235,0,0.0,0,[],0.0
2025-02-19 19:42:41.799190,0,0.0,0,[],0.0
2025-02-19 19:42:42.188940,0,0.0,0,[],0.0
2025-02-19 19:42:42.509988,0,0.0,0,[],0.0
2025-02-19 19:42:42.805297,0,0.0,0,[],0.0
2025-02-19 19:42:43.092718,0,0.0,0,[],0.0
2025-02-19 19:42:43.429900,0,0.0,0,[],0.0
2025-02-19 19:42:43.829614,0,0.0,0,[],0.0
2025-02-19 19:42:44.250265,0,0.0,0,[],0.0
2025-02-19 19:42:44.645488,0,0.0,0,[],0.0
2025-02-19 19:42:45.044866,0,0.0,0,[],0.0
2025-02-19 19:42:45.430713,0,0.0,0,[],0.0
2025-02-19 19:42:45.766901,0,0.0,0,[],0.0
2025-02-19 19:42:46.117716,0,0.0,0,[],0.0
2025-02-19 19:42:46.468777,0,0.0,0,[],0.0
2025-02-19 19:42:46.831914,0,0.0,0,[],0.0
2025-02-19 19:42:47.286555,0,0.0,0,[],0.0
2025-02-19 19:42:47.668663,0,0.0,0,[],0.0
2025-02-19 19:42:48.101929,0,0.0,0,[],0.0
2025-02-19 19:42:48.533754,0,0.0,0,[],0.0
2025-02-19 19:42:48.918290,0,0.0,0,[],0.0
2025-02-19 19:42:49.318244,0,0.0,0,[],0.0
2025-02-19 19:42:49.669481,0,0.0,0,[],0.0
2025-02-19 19:42:50.100581,0,0.0,0,[],0.0
2025-02-19 19:42:50.523909,0,0.0,0,[],0.0
2025-02-19 19:42:50.933837,0,0.0,0,[],0.0
2025-02-19 19:42:51.382124,0,0.0,0,[],0.0
2025-02-19 19:42:51.823735,0,0.0,0,[],0.0
2025-02-19 19:42:52.245323,0,0.0,0,[],0.0
2025-02-19 19:42:52.597772,0,0.0,0,[],0.0
2025-02-19 19:42:52.957356,0,0.0,0,[],0.0
2025-02-19 19:42:53.301202,0,0.0,0,[],0.0
2025-02-19 19:42:53.636934,0,0.0,0,[],0.0
2025-02-19 19:42:53.962100,0,0.0,0,[],0.0
2025-02-19 19:42:54.261241,0,0.0,0,[],0.0
2025-02-19 19:42:54.565763,0,0.0,0,[],0.0
2025-02-19 19:42:54.902069,0,0.0,0,[],0.0
2025-02-19 19:42:55.204077,0,0.0,0,[],0.0
2025-02-19 19:42:55.508826,0,0.0,0,[],0.0
2025-02-19 19:42:55.818440,0,0.0,0,[],0.0
2025-02-19 19:42:56.134086,0,0.0,0,[],0.0
2025-02-19 19:42:56.501276,0,0.0,0,[],0.0
2025-02-19 19:42:56.869736,0,0.0,0,[],0.0
2025-02-19 19:42:57.285035,0,0.0,0,[],0.0
2025-02-19 19:42:57.781338,0,0.0,0,[],0.0
2025-02-19 19:42:58.261817,0,0.0,0,[],0.0
2025-02-19 19:42:58.597577,0,0.0,0,[],0.0
2025-02-19 19:42:58.943909,0,0.0,0,[],0.0
2025-02-19 19:42:59.269279,0,0.0,0,[],0.0
2025-02-19 19:42:59.591238,0,0.0,0,[],0.0
2025-02-19 19:42:59.925872,0,0.0,0,[],0.0
2025-02-19 19:43:00.262565,0,0.0,0,[],0.0
2025-02-19 19:43:00.581643,0,0.0,0,[],0.0
2025-02-19 19:43:00.906056,0,0.0,0,[],0.0
2025-02-19 19:43:01.220307,0,0.0,0,[],0.0
2025-02-19 19:43:01.589809,0,0.0,0,[],0.0
2025-02-19 19:43:01.893726,0,0.0,0,[],0.0
2025-02-19 19:43:02.197350,0,0.0,0,[],0.0
2025-02-19 19:43:02.549794,0,0.0,0,[],0.0
2025-02-19 19:43:02.886239,0,0.0,0,[],0.0
2025-02-19 19:43:03.203590,0,0.0,0,[],0.0
2025-02-19 19:43:03.508234,0,0.0,0,[],0.0
2025-02-19 19:43:03.812897,0,0.0,0,[],0.0
2025-02-19 19:43:04.123351,0,0.0,0,[],0.0
2025-02-19 19:43:04.422739,0,0.0,0,[],0.0
2025-02-19 19:43:04.708441,0,0.0,0,[],0.0
2025-02-19 19:43:05.046055,0,0.0,0,[],0.0
2025-02-19 19:43:05.365760,0,0.0,0,[],0.0
2025-02-19 19:43:05.671250,0,0.0,0,[],0.0
2025-02-19 19:43:05.974267,0,0.0,0,[],0.0
2025-02-19 19:43:06.309218,0,0.0,0,[],0.0
2025-02-19 19:43:06.726629,0,0.0,0,[],0.0
2025-02-19 19:43:07.045842,0,0.0,0,[],0.0
2025-02-19 19:43:07.365629,0,0.0,0,[],0.0
2025-02-19 19:43:07.677338,0,0.0,0,[],0.0
2025-02-19 19:43:07.974973,0,0.0,0,[],0.0
2025-02-19 19:43:08.293727,0,0.0,0,[],0.0
2025-02-19 19:43:08.693481,0,0.0,0,[],0.0
2025-02-19 19:43:08.995949,0,0.0,0,[],0.0
2025-02-19 19:43:09.285184,0,0.0,0,[],0.0
2025-02-19 19:43:09.590711,0,0.0,0,[],0.0
2025-02-19 19:43:09.876599,0,0.0,0,[],0.0
2025-02-19 19:43:10.195104,0,0.0,0,[],0.0
2025-02-19 19:43:10.550113,0,0.0,0,[],0.0
2025-02-19 19:43:10.836172,0,0.0,0,[],0.0
2025-02-19 19:43:11.108512,0,0.0,0,[],0.0
2025-02-19 19:43:11.428007,0,0.0,0,[],0.0
2025-02-19 19:43:11.732072,0,0.0,0,[],0.0
2025-02-19 19:43:12.086684,0,0.0,0,[],0.0
2025-02-19 19:43:12.424257,0,0.0,0,[],0.0
2025-02-19 19:43:12.740133,0,0.0,0,[],0.0
2025-02-19 19:43:13.051336,0,0.0,0,[],0.0
2025-02-19 19:43:13.510903,0,0.0,0,[],0.0
2025-02-19 19:43:13.860331,0,0.0,0,[],0.0
2025-02-19 19:43:14.213460,0,0.0,0,[],0.0
2025-02-19 19:43:14.724935,0,0.0,0,[],0.0
2025-02-19 19:43:15.078125,0,0.0,0,[],0.0
2025-02-19 19:43:15.461901,0,0.0,0,[],0.0
2025-02-19 19:43:15.797717,0,0.0,0,[],0.0
2025-02-19 19:43:16.117353,0,0.0,0,[],0.0
2025-02-19 19:43:16.437166,0,0.0,0,[],0.0
2025-02-19 19:43:16.757991,0,0.0,0,[],0.0
2025-02-19 19:43:17.096882,0,0.0,0,[],0.0
2025-02-19 19:43:17.429019,0,0.0,0,[],0.0
2025-02-19 19:43:17.765912,0,0.0,0,[],0.0
2025-02-19 19:43:18.086661,0,0.0,0,[],0.0
2025-02-19 19:43:18.421654,0,0.0,0,[],0.0
2025-02-19 19:43:18.725568,0,0.0,0,[],0.0
2025-02-19 19:43:19.061638,0,0.0,0,[],0.0
2025-02-19 19:43:19.637130,0,0.0,0,[],0.0
2025-02-19 19:43:20.020962,0,0.0,0,[],0.0
2025-02-19 19:43:20.452091,0,0.0,0,[],0.0
2025-02-19 19:43:20.790967,0,0.0,0,[],0.0
2025-02-19 19:43:21.140324,0,0.0,0,[],0.0
2025-02-19 19:43:21.494907,0,0.0,0,[],0.0
2025-02-19 19:43:21.797512,0,0.0,0,[],0.0
2025-02-19 19:43:22.118237,0,0.0,0,[],0.0
2025-02-19 19:43:22.452984,0,0.0,0,[],0.0
2025-02-19 19:43:22.917023,1,5.8263115882873535,0,[],0.0
2025-02-19 19:43:23.365782,1,1.908552885055542,0,[],0.0
2025-02-19 19:43:24.598840,1,0.5301896929740906,0,[],0.0
2025-02-19 19:43:25.109422,1,2.7463150024414062,0,[],0.0
2025-02-19 19:43:25.561650,1,0.26402637362480164,0,[],0.0
2025-02-19 19:43:26.134842,1,0.7843014001846313,0,[],0.0
2025-02-19 19:43:26.769143,1,1.0986971855163574,0,[],0.0
2025-02-19 19:43:27.429993,1,0.5723285675048828,0,[],0.0
2025-02-19 19:43:28.208781,1,0.39475566148757935,0,[],0.0
2025-02-19 19:43:28.902164,1,0.3202320635318756,0,[],0.0
2025-02-19 19:43:29.895078,1,0.46827825903892517,0,[],0.0
2025-02-19 19:43:30.597251,1,0.667538583278656,0,[],0.0
2025-02-19 19:43:31.255602,1,0.3110981285572052,0,[],0.0
2025-02-19 19:43:31.925155,1,1.2447409629821777,0,[],0.0
2025-02-19 19:43:32.614365,1,1.4627093076705933,0,[],0.0
2025-02-19 19:43:33.270527,1,1.2447911500930786,0,[],0.0
2025-02-19 19:43:33.877802,1,0.39321982860565186,0,[],0.0
2025-02-19 19:43:34.753946,1,0.29974430799484253,0,[],0.0
2025-02-19 19:43:35.443796,1,1.0517065525054932,0,[],0.0
2025-02-19 19:43:36.214040,1,0.5809112787246704,0,[],0.0
2025-02-19 19:43:36.849329,1,0.5730627179145813,0,[],0.0
2025-02-19 19:43:37.750349,1,1.2371842861175537,0,[],0.0
2025-02-19 19:43:38.694939,1,0.7614818215370178,0,[],0.0
2025-02-19 19:43:39.487226,1,0.504267692565918,0,[],0.0
2025-02-19 19:43:40.133589,1,0.4927232265472412,0,[],0.0
2025-02-19 19:43:40.777976,1,0.258207768201828,0,[],0.0
2025-02-19 19:43:41.380371,1,0.384672611951828,0,[],0.0
2025-02-19 19:43:41.929205,1,1.5590003728866577,0,[],0.0
2025-02-19 19:43:42.578151,1,1.000389575958252,0,[],0.0
2025-02-19 19:43:43.359860,1,0.8281567692756653,0,[],0.0
2025-02-19 19:43:44.014562,1,0.6696054339408875,0,[],0.0
2025-02-19 19:43:44.583059,1,0.45848211646080017,0,[],0.0
2025-02-19 19:43:45.365598,1,0.3029763400554657,0,[],0.0
2025-02-19 19:43:46.197960,1,1.576623797416687,0,[],0.0
2025-02-19 19:43:46.902050,1,1.2543269395828247,0,[],0.0
2025-02-19 19:43:47.592074,1,1.0723114013671875,0,[],0.0
2025-02-19 19:43:48.319591,1,1.5242196321487427,0,[],0.0
2025-02-19 19:43:49.021858,1,0.805907130241394,0,[],0.0
2025-02-19 19:43:49.734044,1,0.4357737600803375,0,[],0.0
2025-02-19 19:43:50.374103,1,0.6705746054649353,0,[],0.0
2025-02-19 19:43:50.931952,1,0.4444027245044708,0,[],0.0
2025-02-19 19:43:51.503894,1,0.7279242277145386,0,[],0.0
2025-02-19 19:43:52.126220,1,0.21822309494018555,0,[],0.0
2025-02-19 19:43:52.626531,1,0.9090548753738403,0,[],0.0
2025-02-19 19:43:53.206334,1,1.3296259641647339,0,[],0.0
2025-02-19 19:43:53.802031,1,0.6159607172012329,0,[],0.0
2025-02-19 19:43:54.372779,1,0.33626505732536316,0,[],0.0
2025-02-19 19:43:55.020880,1,0.7106068134307861,0,[],0.0
2025-02-19 19:43:55.700879,1,1.2374608516693115,0,[],0.0
2025-02-19 19:43:56.350040,1,2.3831965923309326,0,[],0.0
2025-02-19 19:43:57.004057,1,2.2957398891448975,0,[],0.0
2025-02-19 19:43:57.548328,1,0.49114933609962463,0,[],0.0
2025-02-19 19:43:58.038605,1,0.8673445582389832,0,[],0.0
