timestamp,people_count,movement_speed,panic_expressions,weapons_detected,stampede_probability
2025-02-19 19:43:58.657934,1,1.9911870956420898,0,[],0.0
2025-02-19 19:43:59.636600,1,1.9723000526428223,0,[],0.0
2025-02-19 19:44:00.471834,1,1.6185802221298218,0,[],0.0
2025-02-19 19:44:01.092521,1,0.4318867623806,0,[],0.0
2025-02-19 19:44:01.711516,1,0.9082642793655396,0,[],0.0
2025-02-19 19:44:02.260709,1,1.936729907989502,0,[],0.0
2025-02-19 19:44:02.774579,1,0.32679012417793274,0,[],0.0
2025-02-19 19:44:03.376604,1,0.199700728058815,0,[],0.0
2025-02-19 19:44:03.919604,1,1.5726875066757202,0,[],0.0
2025-02-19 19:44:04.843247,1,1.5002614259719849,0,[],0.0
2025-02-19 19:44:05.688203,1,0.4978640377521515,0,[],0.0
2025-02-19 19:44:06.428899,1,0.9460532665252686,0,[],0.0
2025-02-19 19:44:07.044944,1,1.7307010889053345,0,[],0.0
2025-02-19 19:44:07.600291,1,0.3001154959201813,0,[],0.0
2025-02-19 19:44:08.183348,1,0.41692620515823364,1,[],25.0
2025-02-19 19:44:08.704936,1,1.2675740718841553,0,[],0.0
2025-02-19 19:44:09.264079,1,1.0133330821990967,0,[],0.0
2025-02-19 19:44:09.797768,1,0.7879852056503296,0,[],0.0
2025-02-19 19:44:10.320640,1,0.8056610822677612,0,[],0.0
2025-02-19 19:44:10.831492,1,1.4590942859649658,0,[],0.0
2025-02-19 19:44:11.368610,1,0.8386083245277405,1,[],25.0
2025-02-19 19:44:11.884582,1,1.13608717918396,0,[],0.0
2025-02-19 19:44:12.404883,1,1.7380002737045288,0,[],0.0
2025-02-19 19:44:13.012742,1,1.1357837915420532,0,[],0.0
2025-02-19 19:44:13.540315,1,2.6274712085723877,0,[],0.0
2025-02-19 19:44:13.966344,1,2.366208791732788,0,[],0.0
2025-02-19 19:44:14.462868,1,2.764050006866455,0,[],0.0
2025-02-19 19:44:15.058233,1,2.4476165771484375,0,[],0.0
2025-02-19 19:44:15.587054,1,1.2873605489730835,0,[],0.0
2025-02-19 19:44:16.107280,1,0.39626365900039673,0,[],0.0
2025-02-19 19:44:16.799491,1,0.4080135226249695,0,[],0.0
2025-02-19 19:44:17.493261,1,0.3147553503513336,0,[],0.0
2025-02-19 19:44:18.375410,1,0.5373809337615967,0,[],0.0
2025-02-19 19:44:19.055861,1,0.7761436700820923,0,[],0.0
2025-02-19 19:44:21.057789,1,0.8052784204483032,0,[],0.0
2025-02-19 19:44:23.511608,1,1.498824119567871,0,[],0.0
2025-02-19 19:44:26.899294,1,1.594836950302124,0,[],0.0
2025-02-19 19:44:28.858005,1,1.7198641300201416,0,[],0.0
2025-02-19 19:44:30.233325,1,1.1703288555145264,0,[],0.0
2025-02-19 19:44:31.528019,1,0.7416517734527588,0,[],0.0
2025-02-19 19:44:32.530355,1,1.3445918560028076,0,[],0.0
2025-02-19 19:44:33.370180,1,2.4472315311431885,0,[],0.0
2025-02-19 19:44:34.657295,1,2.5944955348968506,0,[],0.0
2025-02-19 19:44:35.459498,1,3.674055576324463,0,[],0.0
2025-02-19 19:44:36.201266,2,2.260035753250122,0,[],0.0
2025-02-19 19:44:36.982546,1,1.3494460582733154,0,[],0.0
2025-02-19 19:44:37.700544,1,1.2394752502441406,0,[],0.0
2025-02-19 19:44:38.441541,1,1.433168649673462,0,[],0.0
2025-02-19 19:44:39.188647,1,0.6679903268814087,0,[],0.0
2025-02-19 19:44:39.959309,1,0.784091055393219,0,[],0.0
2025-02-19 19:44:40.679080,1,1.082584261894226,0,[],0.0
2025-02-19 19:44:41.428311,1,1.3614411354064941,0,[],0.0
2025-02-19 19:44:42.078971,0,3.4194767475128174,0,[],0.0
2025-02-19 19:44:42.656971,0,5.322160720825195,0,[],0.0
2025-02-19 19:44:43.248167,3,5.355842113494873,0,['cell phone (0.45)'],5.0
2025-02-19 19:44:43.886669,3,5.167220115661621,0,[],0.0
2025-02-19 19:44:44.954006,9,5.131377220153809,1,[],2.7777777777777777
2025-02-19 19:44:46.284741,10,11.350958824157715,4,[],10.0
2025-02-19 19:44:47.700996,6,3.682818651199341,2,[],8.333333333333332
2025-02-19 19:44:48.900454,10,6.278562068939209,2,[],5.0
2025-02-19 19:44:50.095940,6,6.453996181488037,2,['cell phone (0.70)'],13.333333333333334
2025-02-19 19:44:51.524756,9,4.475241184234619,2,['cell phone (0.54)'],10.555555555555555
2025-02-19 19:44:52.695717,10,3.2365522384643555,2,['teddy bear (0.39)'],10.0
2025-02-19 19:44:54.017452,8,4.00888204574585,1,[],3.125
2025-02-19 19:44:55.523685,9,5.218326568603516,3,[],8.333333333333332
2025-02-19 19:44:56.894418,11,7.586137771606445,3,['cell phone (0.68)'],11.818181818181818
2025-02-19 19:44:58.329119,12,5.889012813568115,4,['cell phone (0.60)'],13.333333333333334
2025-02-19 19:44:59.534566,10,8.998164176940918,4,[],10.0
2025-02-19 19:45:00.750705,8,2.7626821994781494,3,['cell phone (0.43)'],14.374999999999998
2025-02-19 19:45:02.078181,3,12.316061973571777,4,"['teddy bear (0.89)', 'teddy bear (0.58)', 'teddy bear (0.57)']",35.0
2025-02-19 19:45:03.160750,7,5.781717300415039,0,['cell phone (0.37)'],5.0
2025-02-19 19:45:04.130761,6,3.255375862121582,1,['cell phone (0.71)'],9.166666666666668
2025-02-19 19:45:05.085109,7,11.661477088928223,1,['cell phone (0.52)'],8.571428571428571
2025-02-19 19:45:06.043697,8,7.627333164215088,2,[],6.25
2025-02-19 19:45:07.088418,10,2.148257255554199,2,['cell phone (0.75)'],10.0
2025-02-19 19:45:07.864722,3,6.466670036315918,1,[],8.333333333333332
2025-02-19 19:45:08.628447,1,6.042046070098877,0,[],0.0
2025-02-19 19:45:09.385736,1,1.2468922138214111,0,[],0.0
2025-02-19 19:45:10.305560,1,2.2132186889648438,0,[],0.0
2025-02-19 19:45:11.172255,1,2.8657443523406982,0,[],0.0
2025-02-19 19:45:11.900445,1,2.860175609588623,0,[],0.0
2025-02-19 19:45:12.400627,1,1.5505049228668213,0,[],0.0
2025-02-19 19:45:12.870935,1,1.2632540464401245,0,[],0.0
2025-02-19 19:45:13.333668,1,0.9348377585411072,0,[],0.0
2025-02-19 19:45:13.768062,1,1.5709874629974365,0,[],0.0
2025-02-19 19:45:14.262531,1,1.7507421970367432,1,[],25.0
2025-02-19 19:45:14.749892,1,2.868446111679077,0,[],0.0
2025-02-19 19:45:15.173940,1,3.522362470626831,0,[],0.0
2025-02-19 19:45:15.622253,1,0.8094661831855774,1,[],25.0
2025-02-19 19:45:16.179203,1,0.7465623021125793,1,[],25.0
2025-02-19 19:45:16.752015,1,1.3161743879318237,2,[],25.0
2025-02-19 19:45:17.295351,1,1.4858568906784058,0,[],0.0
2025-02-19 19:45:17.908292,1,1.7560473680496216,0,[],0.0
2025-02-19 19:45:18.701665,1,0.7704285979270935,0,[],0.0
2025-02-19 19:45:19.258748,1,2.303933620452881,0,[],0.0
2025-02-19 19:45:19.823239,1,1.2744790315628052,0,[],0.0
2025-02-19 19:45:20.424919,1,1.653725266456604,0,[],0.0
2025-02-19 19:45:20.932765,1,1.8215279579162598,0,[],0.0
2025-02-19 19:45:21.425449,1,0.9762439727783203,0,[],0.0
2025-02-19 19:45:21.910244,1,3.782787561416626,0,[],0.0
2025-02-19 19:45:22.413151,1,1.0603727102279663,0,[],0.0
2025-02-19 19:45:22.926555,1,1.4619792699813843,0,[],0.0
2025-02-19 19:45:23.415172,1,1.7692010402679443,0,[],0.0
2025-02-19 19:45:23.927694,1,0.49180367588996887,0,[],0.0
2025-02-19 19:45:24.428157,1,0.3571406304836273,0,[],0.0
2025-02-19 19:45:24.934094,1,0.7546358704566956,0,[],0.0
2025-02-19 19:45:25.413520,1,0.37023764848709106,0,[],0.0
2025-02-19 19:45:25.909175,1,0.40968215465545654,0,[],0.0
2025-02-19 19:45:26.398143,1,0.5923063158988953,0,[],0.0
2025-02-19 19:45:26.837341,1,1.91838538646698,0,[],0.0
2025-02-19 19:45:27.464241,1,1.1193993091583252,0,[],0.0
2025-02-19 19:45:27.892943,1,2.3521883487701416,0,[],0.0
2025-02-19 19:45:28.589409,1,3.915989637374878,0,[],0.0
2025-02-19 19:45:29.014134,1,1.7076975107192993,0,[],0.0
2025-02-19 19:45:29.558718,1,0.561561107635498,0,[],0.0
2025-02-19 19:45:30.068680,1,1.2201642990112305,1,[],25.0
2025-02-19 19:45:30.602634,1,2.7972216606140137,0,[],0.0
2025-02-19 19:45:31.145721,1,1.975070595741272,0,[],0.0
